Sequence,Timestamp_ms,Distance_m,SNR_dB,SNR_EMA_dB,PacketLost,PerRadio_EMA,AuthFail,PerAuth_EMA,Battery,SelectedMode,ModeSwitched,Cost_CTR,Cost_CBC,Cost_GCM,Latency_ms,Latitude,Longitude
618,618972,343.14,-6,-8.117,0,0.6467,0,0.0681,0.7415,GCM,0,1.5468,1.3694,1.4319,1007.44,22.722596,75.861049
619,619974,334.57,-12,-9.282,1,0.7527,0,0.0681,0.7479,CBC,0,2.1426,1.7899,2.0913,1202.92,22.722503,75.860965
620,620977,341.77,-10,-9.497,1,0.8269,0,0.0681,0.7434,CBC,0,2.954,2.3517,3.2785,1714.84,22.722544,75.861039
621,621979,336.46,-11,-9.948,1,0.8788,0,0.0681,0.7405,CBC,0,4.0827,3.1236,6.0132,2450.59,22.722529,75.860959
622,622982,341.83,-10,-9.964,0,0.6152,0,0.0681,0.7363,CBC,0,1.4276,1.2838,1.3145,773.83,22.722563,75.861015
623,623984,331.63,-9,-9.675,1,0.7306,0,0.0681,0.7353,CBC,0,1.986,1.6817,1.9045,1103.11,22.722478,75.860938
624,624985,334.71,-10,-9.772,0,0.5114,0,0.0681,0.7447,CBC,0,1.1238,1.0592,1.029,609,22.722511,75.86096
625,625985,326.58,-8,-9.241,0,0.358,0,0.0681,0.7411,CBC,1,0.8229,0.8289,0.7607,462.38,22.722434,75.860884
626,626987,331.14,-13,-10.368,1,0.5506,0,0.0681,0.7422,GCM,0,1.2251,1.1348,1.1222,754.2,22.722517,75.860936
627,627988,322.7,-6,-9.058,0,0.3854,1,0.3476,0.7371,GCM,0,0.8696,0.8658,1.555,1079.27,22.722413,75.860863
628,628989,314.85,-9,-9.04,1,0.5698,0,0.3476,0.7268,GCM,0,1.2829,1.179,4.0911,3486.96,22.722315,75.860776
629,629991,325.99,-8,-8.728,0,0.3989,0,0.2434,0.7349,GCM,0,0.8936,0.8847,1.2133,803.65,22.722428,75.860872
630,630993,328.89,-10,-9.11,1,0.5792,0,0.2434,0.7371,GCM,0,1.309,1.1972,2.1377,1622.95,22.722436,75.860917
631,631994,313.57,-9,-9.077,0,0.4054,0,0.1703,0.7328,GCM,0,0.9058,0.8944,1.0391,679.3,22.722312,75.860735
632,632997,315.41,-9,-9.054,1,0.5838,0,0.1703,0.7287,GCM,0,1.3249,1.2097,1.6354,1171.71,22.722317,75.86077
633,633998,327.34,-7,-8.438,0,0.4087,1,0.4192,0.7305,GCM,0,0.9122,0.8995,2.2196,1673.39,22.722465,75.860903
634,634999,309.61,-8,-8.306,1,0.5861,0,0.4192,0.7339,GCM,0,1.331,1.2136,6.4411,5759.7,22.722278,75.86072
635,636002,309.13,-14,-10.014,1,0.7102,0,0.4192,0.7243,GCM,0,1.8611,1.5949,6.5118,5760.75,22.722291,75.860711
636,637004,310.36,-14,-11.21,1,0.7972,0,0.4192,0.7308,GCM,0,2.5646,2.0848,6.558,5759.86,22.722299,75.86072
637,638005,307.58,-10,-10.847,1,0.858,0,0.4192,0.7302,GCM,0,3.5367,2.7524,6.5916,5760.4,22.722282,75.860689
638,639008,313.28,-7,-9.693,1,0.9006,0,0.4192,0.7383,GCM,0,4.8993,3.6793,6.6131,5759.96,22.722306,75.860773
639,640012,313.52,-12,-10.385,1,0.9304,0,0.4192,0.7315,GCM,0,6.8325,4.9911,6.6311,5760.34,22.722317,75.860747
640,641013,310.8,-7,-9.37,0,0.6513,1,0.5935,0.7261,GCM,0,1.5692,1.387,6.6009,5761.33,22.722284,75.86072
641,642015,308.16,-11,-9.859,1,0.7559,0,0.5935,0.7382,GCM,0,2.1702,1.8103,6.6555,5759.91,22.722236,75.860706
642,643017,312.73,-13,-10.801,1,0.8291,0,0.5935,0.7312,GCM,0,2.9918,2.379,6.6974,5759.69,22.72229,75.86074
643,644020,300.23,-11,-10.861,1,0.8804,0,0.5935,0.735,GCM,0,4.1334,3.1588,6.7247,5760.08,22.722186,75.860644
644,645020,301.75,-9,-10.303,1,0.9163,0,0.5935,0.7317,GCM,0,5.7454,4.2543,6.7452,5761.43,22.72222,75.860623
645,646022,298.52,-7,-9.312,1,0.9414,0,0.5935,0.7317,GCM,0,8.033,5.8038,6.7591,5760.25,22.722204,75.860614
646,647026,289.19,-7,-8.618,0,0.659,1,0.7154,0.732,GCM,1,1.6009,1.4091,6.689,5759.39,22.722132,75.860508
647,648029,298.65,-6,-7.833,1,0.7613,0,0.7154,0.7327,GCM,0,2.2152,1.8422,6.7451,5759.54,22.722184,75.860627
648,649029,295.43,-5,-6.983,0,0.5329,0,0.7154,0.7281,CBC,0,1.1808,1.1033,6.6206,636.93,22.722178,75.860602
649,650031,281.29,-4,-6.088,0,0.373,0,0.7154,0.7316,CBC,0,0.8496,0.8508,6.5318,474.44,22.722032,75.86045
650,651033,289.41,-5,-5.762,0,0.2611,0,0.7154,0.7299,CBC,0,0.6811,0.7172,6.4707,401.7,22.722098,75.860522
651,652035,283.27,-5,-5.533,0,0.1828,0,0.7154,0.7273,CBC,0,0.581,0.6358,3.4703,364.22,22.72206,75.860495
652,653036,287.97,-8,-6.273,1,0.4279,0,0.7154,0.7328,CBC,0,0.9476,0.9266,6.5617,520,22.722088,75.860487
653,654038,286.09,-8,-6.791,1,0.5996,0,0.7154,0.7224,CBC,0,1.3769,1.2483,6.6587,742.72,22.722057,75.860491
654,655038,279.56,-6,-6.554,0,0.4197,0,0.7154,0.7255,CBC,0,0.9335,0.9164,6.559,511.6,22.722018,75.860436
655,656040,275.69,-2,-5.188,0,0.2938,0,0.7154,0.725,CBC,0,0.7279,0.7551,6.4899,421.21,22.721973,75.86037
656,657040,275.95,-5,-5.131,0,0.2057,0,0.7154,0.7281,CBC,0,0.609,0.6587,4.3101,373.74,22.721988,75.860383
657,658041,275.34,-4,-4.792,0,0.144,0,0.7154,0.7234,CBC,0,0.5357,0.5988,2.6612,349.13,22.72199,75.860385
658,659043,268.5,-7,-5.454,1,0.4008,0,0.7154,0.7248,CBC,0,0.8991,0.8899,6.5488,497.89,22.721928,75.860319
659,660046,271.6,-9,-6.518,0,0.2805,0,0.7154,0.7202,CBC,0,0.71,0.7412,6.4837,413.1,22.721924,75.860353
660,661048,262.37,-6,-6.363,0,0.1964,0,0.7154,0.7248,CBC,0,0.5981,0.6501,3.9185,370.18,22.721872,75.860276
661,662050,258.65,-7,-6.554,1,0.4375,0,0.7154,0.725,CBC,0,0.9676,0.9427,6.5689,530.3,22.721807,75.860244
662,663054,278.44,-12,-8.188,1,0.6062,0,0.7154,0.7282,CBC,0,1.3981,1.2632,6.6609,755.45,22.722012,75.860413
663,664056,261.33,-8,-8.131,0,0.4244,0,0.7154,0.7276,CBC,0,0.9419,0.9226,6.561,512.92,22.721855,75.86025
664,665059,259.53,-9,-8.392,0,0.2971,0,0.7154,0.7161,CBC,0,0.7344,0.7611,6.4938,422.58,22.721842,75.860234
665,666061,255.79,-7,-7.974,1,0.5079,0,0.7154,0.7238,CBC,0,1.1197,1.0581,6.6079,603.86,22.721803,75.860186
666,667062,255.21,-6,-7.382,0,0.3556,0,0.7154,0.7172,CBC,0,0.8238,0.8318,6.5257,460.51,22.721794,75.860181
667,668064,259.43,-9,-7.867,1,0.5489,0,0.7154,0.7244,GCM,0,1.224,1.1358,6.6303,5761.35,22.721825,75.860205
668,669067,253.7,-8,-7.907,1,0.6842,0,0.7154,0.7244,CBC,0,1.7204,1.4952,6.7047,940.15,22.721764,75.860163
669,670067,257.99,-12,-9.135,1,0.779,0,0.7154,0.72,CBC,0,2.3763,1.9556,6.7579,1345.73,22.72183,75.860189
670,671071,249.46,-5,-7.895,0,0.5453,0,0.7154,0.7225,CBC,0,1.2146,1.129,6.6288,652.81,22.72176,75.860146
671,672072,238.96,-15,-10.026,1,0.6817,0,0.7154,0.7234,CBC,0,1.7081,1.4866,6.7036,933.87,22.721658,75.860017
672,673073,251.48,-8,-9.418,1,0.7772,0,0.7154,0.7297,CBC,0,2.3573,1.9414,6.7546,1333.32,22.721755,75.860143
673,674075,248.55,-10,-9.593,1,0.844,0,0.7154,0.7199,CBC,0,3.2505,2.5577,6.7937,1905.29,22.721748,75.860097
674,675077,250.42,-10,-9.715,1,0.8908,0,0.7154,0.7217,CBC,0,4.4963,3.4073,6.819,2722.54,22.721743,75.860148
675,676078,224.21,-7,-8.9,0,0.6236,0,0.7154,0.7187,CBC,0,1.4616,1.3103,6.6728,788.95,22.721533,75.859878
676,677080,240.24,-9,-8.93,1,0.7365,0,0.7154,0.7086,CBC,0,2.0315,1.7165,6.7373,1126.69,22.721661,75.860035
677,678082,239.66,-8,-8.651,0,0.5156,0,0.7154,0.7099,CBC,0,1.1409,1.0754,6.6155,613.57,22.721664,75.860015
678,679082,228.83,-8,-8.456,1,0.6609,0,0.7154,0.7196,CBC,0,1.6118,1.4182,6.6931,875.77,22.721531,75.859948
679,680083,228.31,-9,-8.619,1,0.7626,0,0.7154,0.7121,CBC,0,2.2306,1.8552,6.7508,1251.23,22.72153,75.859942
680,681084,238.69,-11,-9.333,1,0.8338,0,0.7154,0.7178,CBC,0,3.0706,2.4346,6.7886,1787.12,22.721658,75.860013
681,682087,231.9,-12,-10.133,1,0.8837,0,0.7154,0.7109,CBC,0,4.245,3.2375,6.8177,2555.89,22.721562,75.859942
682,683088,227.74,-6,-8.893,0,0.6186,0,0.7154,0.7129,CBC,0,1.4446,1.2985,6.6714,778.05,22.721544,75.85994
683,684089,225.9,-5,-7.725,0,0.433,0,0.7154,0.7116,CBC,0,0.9616,0.9394,6.5697,524.45,22.721548,75.859891
684,685092,237.94,-9,-8.108,1,0.6031,0,0.7154,0.711,CBC,0,1.3911,1.2598,6.6634,749.35,22.721633,75.860041
685,686093,219.55,-5,-7.175,0,0.4222,0,0.7154,0.7126,CBC,0,0.9408,0.9232,6.5635,515.85,22.72145,75.859816
686,687094,225.77,-7,-7.123,0,0.2955,0,0.7154,0.7138,CBC,0,0.7327,0.7599,6.4935,420.43,22.721531,75.859934
687,688096,224.08,-8,-7.386,0,0.2069,1,0.8008,0.7067,GCM,1,0.6149,0.6654,6.5063,5759.2,22.721514,75.859891
688,689096,219.02,-3,-6.07,0,0.1448,0,0.8008,0.714,CTR,0,0.5386,0.6019,6.0007,280.36,22.721444,75.859823
689,690097,222.72,-7,-6.349,0,0.1014,0,0.8008,0.7141,CTR,0,0.4896,0.5611,3.6037,269.65,22.721496,75.859863
690,691100,213.34,-7,-6.544,0,0.071,0,0.8008,0.7149,CTR,0,0.4566,0.5332,2.8823,259.58,22.721418,75.859781
691,692104,214.45,-5,-6.081,0,0.0497,0,0.8008,0.7142,CTR,0,0.4343,0.5144,2.5481,256.26,22.721425,75.859788
692,693105,213.04,-8,-6.657,1,0.3348,0,0.8008,0.712,CTR,0,0.7918,0.8071,6.5753,361.66,22.721423,75.859772
693,694107,218.46,-6,-6.46,1,0.5343,0,0.8008,0.7092,CTR,0,1.1883,1.1108,6.6858,517.62,22.721454,75.859837
694,695109,204.16,-7,-6.622,0,0.374,0,0.8008,0.7076,CTR,0,0.8562,0.8581,6.598,385.84,22.721298,75.859675
695,696110,195.32,-9,-7.335,1,0.5618,0,0.8008,0.7078,CTR,0,1.2636,1.1667,6.7012,549.27,22.721248,75.859605
696,697112,207.75,-6,-6.935,1,0.6933,0,0.8008,0.707,CTR,0,1.7705,1.5326,6.7737,788.23,22.721357,75.859713
697,698112,206.07,-6,-6.654,0,0.4853,0,0.8008,0.6983,CTR,0,1.0727,1.0252,6.6614,470.92,22.721345,75.859721
698,699114,202.01,-5,-6.158,0,0.3397,0,0.8008,0.7079,CTR,0,0.8004,0.8142,6.579,366.47,22.721307,75.859663
699,700117,193.79,-9,-7.011,0,0.2378,0,0.8008,0.6989,CTR,0,0.6562,0.6997,6.5251,319.92,22.721228,75.859581
700,701120,199.78,-6,-6.707,0,0.1665,0,0.8008,0.7073,CTR,0,0.5654,0.6246,6.4839,291.93,22.721297,75.859648
701,702120,193.77,-6,-6.495,0,0.1165,0,0.8008,0.7022,CTR,0,0.5089,0.5781,4.1596,271.47,22.721251,75.859582
702,703123,193.39,-6,-6.347,0,0.0816,0,0.8008,0.7034,CTR,0,0.4702,0.5457,3.0953,261.52,22.7212,75.859602
703,704124,191.17,-9,-7.143,0,0.0571,0,0.8008,0.6999,CTR,0,0.4449,0.5246,2.6572,256.55,22.721216,75.859564
704,705125,178.24,-4,-6.2,0,0.04,0,0.8008,0.6973,CTR,0,0.4276,0.5101,2.4284,251.41,22.721097,75.859443
705,706126,195.78,-7,-6.44,1,0.328,0,0.8008,0.7007,CTR,0,0.7837,0.8016,6.5743,359.35,22.721293,75.859582
706,707126,189.08,-7,-6.608,1,0.5296,0,0.8008,0.7,CTR,0,1.1779,1.104,6.6854,516.29,22.721191,75.859534
707,708129,182.76,-5,-6.126,0,0.3707,0,0.5606,0.7008,GCM,0,0.852,0.8554,4.8452,4189.09,22.721121,75.859494
708,709132,176.97,-2,-4.888,0,0.2595,0,0.5606,0.6985,CTR,0,0.6853,0.7232,2.1705,324.58,22.721099,75.85942
709,710133,169.03,-5,-4.922,0,0.1816,0,0.5606,0.7024,CTR,0,0.5846,0.6409,1.6389,295.66,22.720997,75.859359
710,711135,179.68,-7,-5.545,0,0.1272,0,0.5606,0.7026,CTR,0,0.5207,0.588,1.4121,275.97,22.721084,75.859433
711,712135,175.65,-5,-5.382,0,0.089,0,0.5606,0.6904,CTR,0,0.4809,0.5557,1.2928,264.92,22.72107,75.859407
712,713136,176.15,-10,-6.767,1,0.3623,0,0.5606,0.685,CTR,0,0.8413,0.8485,4.3836,379.78,22.721087,75.859432
713,714139,174.63,-6,-6.537,1,0.5536,0,0.5606,0.694,CTR,1,1.2432,1.1531,6.5319,539.75,22.721079,75.859392
714,715140,178.22,-6,-6.376,0,0.3875,0,0.5606,0.691,CBC,0,0.8827,0.8802,6.2273,487.51,22.721109,75.859407
715,716143,156.22,-7,-6.563,0,0.2713,0,0.5606,0.6886,CBC,0,0.7035,0.7387,2.2925,406.85,22.720906,75.859215
716,717145,158.82,-2,-5.194,0,0.1899,0,0.5606,0.6963,CBC,0,0.5959,0.6507,1.6822,368.45,22.720938,75.859232
717,718145,163.69,-6,-5.436,0,0.1329,0,0.5606,0.6941,CBC,0,0.529,0.5956,1.4349,341.68,22.720963,75.859292
718,719146,159.08,-6,-5.605,0,0.093,0,0.5606,0.6911,CBC,0,0.4852,0.5592,1.3045,330.44,22.720912,75.859262
719,720148,163.49,-1,-4.224,0,0.0651,0,0.5606,0.6861,CBC,0,0.4562,0.5352,1.2278,319.99,22.720963,75.859303
720,721150,162.22,-5,-4.457,0,0.0456,0,0.5606,0.6896,CBC,0,0.435,0.517,1.1777,309.67,22.720943,75.859266
721,722152,154.42,-5,-4.62,1,0.3319,0,0.5606,0.6912,CBC,0,0.7916,0.8088,3.3002,446.88,22.720899,75.859216
722,723153,152.52,-4,-4.434,0,0.2323,0,0.5606,0.6859,CBC,0,0.6517,0.6971,1.9468,389.15,22.720907,75.859179
723,724156,141.61,-1,-3.404,0,0.1626,0,0.5606,0.6781,CBC,0,0.5668,0.6282,1.5569,354.67,22.720775,75.859071
724,725157,151.27,-5,-3.883,0,0.1138,0,0.5606,0.6872,CBC,0,0.5089,0.5794,1.3705,337.72,22.720859,75.859164
725,726157,148.02,-5,-4.218,1,0.3797,0,0.5606,0.6883,CBC,0,0.8697,0.8704,5.4891,481.37,22.720829,75.859154
726,727158,133.64,-4,-4.152,0,0.2658,0,0.5606,0.686,CBC,0,0.6965,0.7333,2.2355,406.31,22.720718,75.859028
727,728161,143.74,-4,-4.107,0,0.186,1,0.6924,0.6859,GCM,0,0.5934,0.6494,3.0014,2368.13,22.720785,75.859107
728,729164,148.95,-3,-3.775,0,0.1302,0,0.6924,0.6854,CBC,0,0.5277,0.5952,2.2183,340.54,22.720837,75.859147
729,730164,146.65,-6,-4.442,1,0.3912,0,0.6924,0.6851,CBC,0,0.8902,0.8866,6.537,487.56,22.720836,75.859125
730,731165,136.95,-3,-4.01,0,0.2738,0,0.6924,0.6894,CBC,0,0.7069,0.7414,6.4714,410.41,22.720701,75.859023
731,732167,131.84,-3,-3.707,0,0.1917,0,0.6924,0.6815,CBC,0,0.6011,0.6562,3.1215,367.93,22.720662,75.858999
732,733169,140.64,-3,-3.495,0,0.1342,0,0.6924,0.6861,CBC,0,0.5321,0.5988,2.2575,344.18,22.720758,75.859072
733,734171,128.03,-3,-3.346,0,0.0939,0,0.6924,0.6847,CBC,0,0.4874,0.5616,1.92,328.83,22.720633,75.858951
734,735173,135.22,-4,-3.542,0,0.0657,0,0.6924,0.681,CBC,1,0.4579,0.537,1.7469,315.88,22.720712,75.859005
735,736174,130.29,-4,-3.68,0,0.046,0,0.6924,0.6806,CTR,0,0.4373,0.5196,1.6455,252.03,22.720701,75.858919
736,737177,124.94,-4,-3.776,0,0.0322,0,0.6924,0.6736,CTR,0,0.4245,0.5093,1.5839,249.07,22.720589,75.858953
737,738177,125.96,-4,-3.843,0,0.0225,0,0.6924,0.6902,CTR,0,0.4113,0.4968,1.5388,246.79,22.72064,75.858919
738,739179,124.09,0,-2.69,0,0.0158,0,0.6924,0.6771,CTR,0,0.4071,0.4942,1.5146,247.71,22.720597,75.858924
739,740182,119.8,-5,-3.383,0,0.011,0,0.6924,0.6841,CTR,0,0.4009,0.4884,1.4944,245.8,22.720599,75.858852
740,741185,113.61,-3,-3.268,0,0.0077,0,0.6924,0.6758,CTR,0,0.3993,0.4876,1.4838,241.71,22.720509,75.858798
741,742185,110.24,-4,-3.488,0,0.0054,0,0.6924,0.6669,CTR,0,0.3988,0.4879,1.4772,243.38,22.720508,75.858774
742,743186,123.35,-3,-3.341,0,0.0038,0,0.6924,0.6746,CTR,0,0.3956,0.4846,1.4693,241.44,22.720606,75.858891
743,744187,103.09,1,-2.039,0,0.0027,0,0.6924,0.6801,CTR,0,0.3933,0.4822,1.4638,241.58,22.720427,75.858684
744,745187,105.05,-2,-2.027,0,0.0019,0,0.6924,0.6842,CTR,0,0.3917,0.4805,1.4599,243.7,22.720446,75.858739
745,746190,103.04,4,-0.219,0,0.0013,0,0.6924,0.6813,CTR,0,0.3917,0.4808,1.4585,240.76,22.720437,75.858717
746,747193,113.03,1,0.147,0,0.0009,0,0.6924,0.6726,CTR,0,0.3931,0.4826,1.4592,243.11,22.720537,75.858823
747,748194,104.71,2,0.703,0,0.0006,0,0.4847,0.6725,GCM,0,0.3929,0.4824,0.9307,560.02,22.720441,75.858733
748,749194,106.73,-1,0.192,0,0.0004,0,0.4847,0.6747,CTR,0,0.3922,0.4817,0.9298,241.56,22.720449,75.858744
749,750195,101.47,-6,-1.666,0,0.0003,0,0.4847,0.6692,CTR,0,0.3932,0.483,0.9309,241.18,22.720416,75.858684
750,751198,94.89,-3,-2.066,0,0.0002,0,0.4847,0.6704,CTR,0,0.3929,0.4826,0.9305,243.63,22.720355,75.858621
751,752200,93.95,-3,-2.346,0,0.0002,0,0.4847,0.6668,CTR,0,0.3935,0.4834,0.9313,243.26,22.720342,75.858609
752,753202,102.37,2,-1.042,0,0.0001,0,0.4847,0.6772,CTR,0,0.3914,0.4808,0.9287,240.62,22.720419,75.858734
753,754205,90.5,3,0.17,0,0.0001,0,0.4847,0.6692,CTR,0,0.393,0.4828,0.9305,242.58,22.720316,75.858605
754,755206,87.09,1,0.419,0,0.0001,0,0.4847,0.6747,CTR,0,0.3918,0.4814,0.9292,243.8,22.720317,75.858554
755,756209,83.42,2,0.893,0,0,0,0.4847,0.6661,CTR,0,0.3936,0.4835,0.9312,241.05,22.72025,75.858482
756,757209,98.42,1,0.925,0,0,0,0.4847,0.6774,CTR,0,0.3913,0.4807,0.9285,242.37,22.720391,75.858668
757,758210,84.75,1,0.948,0,0,0,0.4847,0.6646,CTR,0,0.3939,0.4839,0.9316,240.88,22.720274,75.858512
758,759212,92.6,0,0.663,0,0,0,0.4847,0.6637,CTR,0,0.394,0.4841,0.9318,242.35,22.720353,75.85859
759,760215,91.05,-1,0.164,0,0,0,0.4847,0.6647,CTR,0,0.3938,0.4838,0.9315,243.03,22.72032,75.858594
760,761215,93.34,2,0.715,0,0,0,0.4847,0.6655,CTR,0,0.3936,0.4836,0.9313,241.84,22.72033,75.858597
761,762216,85.48,-2,-0.099,0,0,0,0.4847,0.6679,CTR,0,0.3932,0.483,0.9307,242.28,22.720272,75.858528
762,763217,85.67,3,0.83,0,0,0,0.4847,0.6659,CTR,0,0.3936,0.4835,0.9312,241.68,22.720267,75.85855
763,764219,80.14,1,0.881,0,0,0,0.4847,0.6596,CTR,0,0.3949,0.4851,0.9328,242.93,22.720213,75.858453
764,765219,94.41,1,0.917,0,0,0,0.4847,0.6627,CTR,0,0.3942,0.4843,0.932,241.82,22.720346,75.858599
765,766223,86.43,1,0.942,0,0,0,0.4847,0.6575,CTR,0,0.3953,0.4856,0.9332,243.34,22.720263,75.858528
766,767225,87.41,-6,-1.141,0,0,0,0.4847,0.6682,CTR,0,0.3931,0.4829,0.9307,240.5,22.720286,75.858526
767,768225,85.87,-4,-1.999,0,0,0,0.3393,0.6583,GCM,0,0.3951,0.4854,0.7071,436.95,22.720277,75.858516
768,769227,88.12,0,-1.399,0,0,0,0.3393,0.6624,CTR,0,0.3943,0.4844,0.7061,241.2,22.720281,75.858548
769,770227,88.66,-1,-1.279,0,0,0,0.3393,0.6585,CTR,0,0.3951,0.4854,0.7071,241.25,22.720297,75.858567
770,771229,74.96,2,-0.295,0,0,0,0.3393,0.6651,CTR,0,0.3937,0.4837,0.7055,243.21,22.720152,75.858432
771,772230,72.07,-1,-0.507,0,0,0,0.3393,0.6625,CTR,0,0.3943,0.4844,0.7061,245.09,22.720124,75.858387
772,773232,91.6,-5,-1.855,0,0,0,0.3393,0.6606,CTR,0,0.3947,0.4849,0.7066,243.7,22.720308,75.858576
773,774233,89.3,4,-0.098,0,0,0,0.3393,0.6539,CTR,0,0.396,0.4865,0.7082,244.35,22.720278,75.858583
774,775235,78.44,4,1.131,0,0,0,0.3393,0.6614,CTR,0,0.3945,0.4847,0.7064,243.71,22.720217,75.858468
775,776238,89.41,0,0.792,0,0,0,0.3393,0.6578,CTR,0,0.3952,0.4856,0.7073,238.64,22.72031,75.858591
776,777242,76.42,3,1.454,0,0,0,0.3393,0.6622,CTR,0,0.3943,0.4845,0.7062,243.17,22.720189,75.858476
777,778246,89.59,-1,0.718,0,0,0,0.3393,0.6496,CTR,0,0.3969,0.4876,0.7092,242.92,22.720298,75.858578
778,779247,87.01,3,1.403,0,0,0,0.3393,0.6476,CTR,0,0.3973,0.4881,0.7097,240.61,22.720275,75.858565
779,780248,81.86,3,1.882,0,0,0,0.3393,0.6523,CTR,0,0.3963,0.4869,0.7086,241,22.720216,75.85849
780,781248,81.76,2,1.917,0,0,0,0.3393,0.6607,CTR,0,0.3946,0.4848,0.7066,242.27,22.720236,75.858533
781,782250,89.07,6,3.142,0,0,0,0.3393,0.6604,CTR,0,0.3947,0.4849,0.7066,244.02,22.720292,75.85859
782,783252,71.71,8,4.599,0,0,0,0.3393,0.6597,CTR,0,0.3948,0.4851,0.7068,242.39,22.720161,75.858379
783,784256,81.78,5,4.72,0,0,0,0.3393,0.6529,CTR,0,0.3962,0.4868,0.7084,244.47,22.720231,75.858504
784,785256,71.3,8,5.704,0,0,0,0.3393,0.6544,CTR,0,0.3959,0.4864,0.7081,241.96,22.720142,75.858391
785,786260,86,5,5.493,0,0,0,0.3393,0.6573,CTR,0,0.3953,0.4857,0.7074,240.64,22.720266,75.858525
786,787260,83.23,3,4.745,0,0,0,0.3393,0.648,CTR,0,0.3972,0.488,0.7096,242.46,22.720241,75.858503
787,788261,87.9,2,3.921,0,0,0,0.2375,0.6561,GCM,0,0.3956,0.486,0.5777,377.7,22.720263,75.858531
788,789264,82.9,-1,2.445,0,0,0,0.2375,0.6599,CTR,0,0.3948,0.485,0.5768,243.73,22.720266,75.858518
789,790265,70.39,7,3.811,0,0,0,0.2375,0.6499,CTR,0,0.3968,0.4875,0.5792,243.42,22.720131,75.858396
790,791266,87.46,2,3.268,0,0,0,0.2375,0.6507,CTR,0,0.3967,0.4873,0.579,240.77,22.720281,75.858551
791,792269,73.25,2,2.888,0,0,0,0.2375,0.6534,CTR,0,0.3961,0.4867,0.5783,243.15,22.720158,75.858391
792,793271,74.11,1,2.321,0,0,0,0.2375,0.6534,CTR,0,0.3961,0.4866,0.5783,241.65,22.720153,75.858446
793,794271,79.79,4,2.825,0,0,0,0.2375,0.6503,CTR,0,0.3967,0.4874,0.5791,241.09,22.72021,75.858484
794,795272,82.94,3,2.877,0,0,0,0.2375,0.6452,CTR,0,0.3978,0.4887,0.5803,242.72,22.720234,75.858525
795,796272,77.56,4,3.214,0,0,0,0.2375,0.65,CTR,0,0.3968,0.4875,0.5792,241.34,22.720166,75.858436
796,797274,77.54,5,3.75,0,0,0,0.2375,0.6547,CTR,0,0.3958,0.4863,0.578,242.12,22.720208,75.858452
797,798276,74.79,2,3.225,0,0,0,0.2375,0.6463,CTR,0,0.3975,0.4884,0.5801,240.91,22.720183,75.858439
798,799277,66.36,0,2.257,0,0,0,0.2375,0.6433,CTR,0,0.3982,0.4892,0.5808,243.21,22.720082,75.858354
799,800281,77.98,2,2.18,0,0,0,0.2375,0.6508,CTR,0,0.3966,0.4873,0.579,242.13,22.720216,75.858466
800,801284,71.09,2,2.126,0,0,0,0.2375,0.6486,CTR,0,0.3971,0.4879,0.5795,241.38,22.720145,75.858379
801,802284,68.68,0,1.488,1,0.3,0,0.2375,0.6485,CTR,0,0.7525,0.7814,0.9918,346.28,22.720129,75.858359
802,803285,71.88,-1,0.742,0,0.21,0,0.2375,0.6513,CTR,0,0.6301,0.6824,0.8393,307.89,22.720155,75.858416
803,804285,58.18,5,2.019,0,0.147,0,0.2375,0.6503,CTR,0,0.5541,0.62,0.751,281.23,22.720013,75.858248
804,805286,60.13,8,3.813,0,0.1029,0,0.2375,0.6417,CTR,0,0.506,0.5806,0.6973,267.62,22.720062,75.858299
805,806287,60.61,3,3.569,0,0.072,0,0.2375,0.6474,CTR,0,0.4714,0.5511,0.6592,259.72,22.720049,75.858291
806,807287,74.28,7,4.599,0,0.0504,0,0.2375,0.6392,CTR,0,0.4503,0.5339,0.6365,254.54,22.72015,75.858438
807,808289,78.65,2,3.819,0,0.0353,0,0.1662,0.636,GCM,0,0.4353,0.5214,0.5349,361.64,22.720211,75.858456
808,809290,76.13,4,3.873,0,0.0247,0,0.1662,0.6472,CTR,0,0.4222,0.5094,0.5216,245.93,22.720167,75.85845
809,810291,75.34,5,4.211,0,0.0173,0,0.1662,0.6424,CTR,0,0.4157,0.5042,0.5154,245.62,22.720179,75.858435
810,811294,57.23,4,4.148,0,0.0121,0,0.1662,0.6531,CTR,0,0.4083,0.4971,0.5078,245.46,22.719982,75.858241
811,812296,75.3,4,4.104,0,0.0085,0,0.1662,0.6407,CTR,0,0.4072,0.4971,0.5072,243.28,22.720164,75.85846
812,813296,61.29,2,3.472,0,0.0059,0,0.1662,0.6396,CTR,0,0.4048,0.4952,0.505,243.58,22.72006,75.858281
813,814296,66.36,5,3.931,0,0.0042,0,0.1662,0.6427,CTR,0,0.4024,0.4929,0.5025,244.46,22.720105,75.85838
814,815298,62.83,2,3.352,0,0.0029,0,0.1662,0.6415,CTR,0,0.4014,0.4921,0.5016,240.88,22.720063,75.858275
815,816301,65.97,2,2.946,0,0.002,0,0.1662,0.6362,CTR,0,0.4016,0.4927,0.502,244.25,22.720085,75.858359
816,817303,62.85,5,3.562,0,0.0014,0,0.1662,0.6351,CTR,0,0.4012,0.4924,0.5017,242.05,22.720046,75.858337
