Sequence,Mode,Temperature,Pressure,Latitude,Longitude,SNR,PER,AuthFail,Policy,PerRadio,PerAuth,Battery,SelectedMode,Cost,Energy_per_packet_J
595,0,25.87,1012.61,22.719579,75.857723,2,0.125,0.0356,BestEffort,0.125,0.0356,0.2677,CTR,0.5695,0.01878171429
596,0,26.15,1012.47,22.71951,75.857678,2,0.125,0.0339,BestEffort,0.125,0.0339,0.2665,CTR,0.5697,0.01878171429
597,0,25.48,1014.47,22.719591,75.857646,0,0.125,0.049,BestEffort,0.125,0.049,0.2652,CTR,0.57,0.01878171429
598,0,25.67,1013.61,22.719522,75.857672,-3,0.129,0.0994,BestEffort,0.13,0.0994,0.264,CTR,0.5746,0.01886796785
599,0,25.67,1010.59,22.719648,75.857754,-8,0.133,0.1961,BestEffort,0.133,0.1961,0.2628,CTR,0.5774,0.0189550173
600,0,26.14,1014.02,22.719676,75.85773,-4,0.133,0.1093,BestEffort,0.133,0.1093,0.2615,CTR,0.5777,0.0189550173
601,0,26.28,1012.38,22.71956,75.857693,-5,0.133,0.1375,BestEffort,0.133,0.1375,0.2603,CTR,0.5779,0.0189550173
602,0,26.29,1015.16,22.719615,75.857731,-7,0.133,0.1606,BestEffort,0.133,0.1606,0.2591,CTR,0.5781,0.0189550173
603,0,26.03,1012.31,22.719564,75.857642,-3,0.137,0.1005,BestEffort,0.136,0.1005,0.2578,CTR,0.581,0.0190428737
604,0,25.69,1012.3,22.719569,75.857702,-6,0.137,0.1498,BestEffort,0.136,0.1498,0.2566,CTR,0.5813,0.0190428737
605,0,25.99,1014.06,22.719639,75.857707,-7,0.137,0.1586,BestEffort,0.136,0.1586,0.2554,CTR,0.5815,0.0190428737
606,0,25.81,1014.39,22.719598,75.857677,-5,0.137,0.1369,BestEffort,0.136,0.1369,0.2542,CTR,0.5817,0.0190428737
607,0,26.02,1013.92,22.719687,75.857722,-5,0.137,0.1331,BestEffort,0.136,0.1331,0.2529,CTR,0.582,0.0190428737
608,0,25.69,1010.72,22.719576,75.857661,-9,0.137,0.1925,BestEffort,0.138,0.1925,0.2517,CTR,0.584,0.0190428737
609,0,25.94,1014.06,22.71965,75.857725,-5,0.137,0.1392,BestEffort,0.138,0.1392,0.2505,CTR,0.5842,0.0190428737
610,0,25.97,1011.7,22.719605,75.857728,-4,0.145,0.1252,BestEffort,0.146,0.1252,0.2492,CTR,0.5915,0.01922105263
611,0,25.71,1013.6,22.71964,75.857554,-5,0.145,0.1425,BestEffort,0.146,0.1425,0.248,CTR,0.5917,0.01922105263
612,0,25.32,1011.11,22.719578,75.85776,-9,0.145,0.2048,BestEffort,0.146,0.2048,0.2468,CTR,0.592,0.01922105263
613,0,26.08,1013.92,22.719598,75.857548,-7,0.148,0.1692,BestEffort,0.147,0.1692,0.2455,CTR,0.5931,0.01928873239
614,0,25.84,1012.04,22.719594,75.857669,-6,0.145,0.1586,BestEffort,0.147,0.1586,0.2443,CTR,0.5933,0.01922105263
615,0,25.38,1011.33,22.719558,75.857751,-7,0.145,0.1774,BestEffort,0.147,0.1774,0.2431,CTR,0.5936,0.01922105263
616,0,25.3,1014.32,22.719633,75.857684,-8,0.145,0.1917,BestEffort,0.147,0.1917,0.2418,CTR,0.5938,0.01922105263
617,0,26.16,1013.61,22.719633,75.857627,-1,0.145,0.0623,BestEffort,0.146,0.0623,0.2406,CTR,0.5932,0.01922105263
618,0,25.33,1012.33,22.71963,75.857645,2,0.145,0.0344,BestEffort,0.146,0.0344,0.2394,CTR,0.5935,0.01922105263
619,0,26.02,1015.43,22.719677,75.857751,0,0.145,0.0509,BestEffort,0.146,0.0509,0.2382,CTR,0.5937,0.01922105263
620,0,25.39,1012.59,22.719672,75.857604,4,0.145,0.0144,BestEffort,0.146,0.0144,0.2369,CTR,0.594,0.01922105263
621,0,25.84,1013.3,22.719581,75.857756,1,0.145,0.0429,BestEffort,0.146,0.0429,0.2357,CTR,0.5942,0.01922105263
622,0,25.34,1013.65,22.719619,75.857697,1,0.148,0.0465,BestEffort,0.148,0.0465,0.2345,CTR,0.5962,0.01928873239
623,0,25.82,1012.32,22.719569,75.85764,-5,0.148,0.1382,BestEffort,0.148,0.1382,0.2332,CTR,0.5965,0.01928873239
624,0,25.78,1013.96,22.719601,75.857671,5,0.148,0.0129,BestEffort,0.148,0.0129,0.232,CTR,0.5967,0.01928873239
625,0,25.64,1012.45,22.71957,75.857649,8,0.148,0.0009,BestEffort,0.147,0.0009,0.2308,CTR,0.596,0.01928873239
626,0,25.55,1012.63,22.719681,75.857743,9,0.148,0.0008,BestEffort,0.147,0.0008,0.2295,CTR,0.5963,0.01928873239
627,2,25.79,1015.29,22.719618,75.857737,8,0.145,0.0008,BestEffort,0.147,0.0008,0.2283,GCM,0.694,0.01922105263
628,2,26.13,1011.69,22.719589,75.857614,7,0.145,0.0007,BestEffort,0.147,0.0007,0.2271,GCM,0.6942,0.01922105263
629,2,25.32,1009.63,22.71966,75.85768,8,0.145,0.0007,BestEffort,0.147,0.0007,0.2258,GCM,0.6945,0.01922105263
630,2,25.78,1015.67,22.719491,75.857657,10,0.145,0.0006,BestEffort,0.146,0.0006,0.2246,GCM,0.6937,0.01922105263
631,2,25.78,1017.07,22.719499,75.857765,9,0.145,0.0009,BestEffort,0.146,0.0009,0.2234,GCM,0.6943,0.01922105263
632,2,26.02,1012.64,22.71964,75.857632,8,0.145,0.0006,BestEffort,0.146,0.0006,0.2222,GCM,0.6943,0.01922105263
633,2,26.03,1010.34,22.719603,75.85778,9,0.145,0.0009,BestEffort,0.146,0.0009,0.2209,GCM,0.6949,0.01922105263
634,2,25.64,1012.78,22.719613,75.857698,10,0.145,0.0009,BestEffort,0.146,0.0009,0.2197,GCM,0.6952,0.01922105263
635,2,26.26,1012.82,22.719534,75.857642,9,0.145,0.0008,BestEffort,0.146,0.0008,0.2185,GCM,0.6954,0.01922105263
636,2,26.12,1012.97,22.719599,75.857666,11,0.145,0.0009,BestEffort,0.145,0.0009,0.2172,GCM,0.6948,0.01922105263
637,2,25.38,1011.58,22.7197,75.85766,9,0.145,0.0006,BestEffort,0.145,0.0006,0.216,GCM,0.6948,0.01922105263
638,2,25.36,1014.12,22.719641,75.857636,9,0.145,0.0009,BestEffort,0.145,0.0009,0.2148,GCM,0.6954,0.01922105263
639,2,25.55,1014.04,22.719608,75.857705,8,0.145,0.0009,BestEffort,0.145,0.0009,0.2135,GCM,0.6957,0.01922105263
640,2,25.62,1011.01,22.719578,75.857639,8,0.145,0.0009,BestEffort,0.145,0.0009,0.2123,GCM,0.696,0.01922105263
641,2,26.05,1014.3,22.71958,75.857591,9,0.145,0.0008,BestEffort,0.145,0.0008,0.2111,GCM,0.6962,0.01922105263
642,2,26.15,1016.33,22.719494,75.857681,9,0.145,0.0009,BestEffort,0.144,0.0009,0.2098,GCM,0.6957,0.01922105263
643,2,25.84,1013.51,22.719613,75.85761,10,0.145,0.001,BestEffort,0.144,0.001,0.2086,GCM,0.696,0.01922105263
644,2,25.9,1012.74,22.719642,75.857662,9,0.145,0.0007,BestEffort,0.144,0.0007,0.2074,GCM,0.696,0.01922105263
645,2,25.33,1013.04,22.719521,75.857655,9,0.145,0.0009,BestEffort,0.145,0.0009,0.2062,GCM,0.6975,0.01922105263
646,2,26.21,1014.17,22.719567,75.857656,7,0.145,0.0009,BestEffort,0.145,0.0009,0.2049,GCM,0.6978,0.01922105263
647,2,25.74,1010.65,22.719542,75.8578,8,0.145,0.0007,BestEffort,0.145,0.0007,0.2037,GCM,0.6979,0.01922105263
648,2,26,1013.5,22.719552,75.857703,8,0.145,0.001,BestEffort,0.145,0.001,0.2025,GCM,0.6984,0.01922105263
649,2,25.39,1012.66,22.719603,75.857712,8,0.145,0.0007,BestEffort,0.144,0.0007,0.2012,GCM,0.6975,0.01922105263
650,2,25.55,1016.02,22.719496,75.857611,7,0.145,0.0008,BestEffort,0.144,0.0008,0.2,GCM,0.6979,0.01922105263
